item,co2,unit,category,source
sugar substitute and sugar blend,3.2,0.007,food,Existing Dataset
"sugar substitute, sucralose, powder",3.2,0.0,food,Existing Dataset
"sugar substitute, stevia, powder",3.2,0.0,food,Existing Dataset
"sugar substitute, stevia, liquid",3.2,0.0,food,Existing Dataset
"sugar substitute, monk fruit, powder",3.2,0.0,food,Existing Dataset
"sugar substitute, powder, nfs",3.2,0.0,food,Existing Dataset
"sugar substitute, liquid, nfs",3.2,0.0,food,Existing Dataset
"sugar substitute, saccharin, powder",3.2,0.0,food,Existing Dataset
"sugar substitute, saccharin, liquid",3.2,0.009,food,Existing Dataset
"sugar substitute, aspartame, powder",3.2,0.0,food,Existing Dataset
"fruit butter, all flavors",3.15,0.08,food,Existing Dataset
butterscotch morsels,3.15,0.003,food,Existing Dataset
"caramel with nuts and cereal, chocolate covered",0.43,0.231,food,Existing Dataset
"caramel with nuts, chocolate covered",0.43,0.58,food,Existing Dataset
twix peanut butter cookie bars,3.15,0.29,food,Existing Dataset
"nuts, carob-coated",0.43,0.635,food,Existing Dataset
"espresso coffee beans, chocolate-covered",28.53,0.492,food,Existing Dataset
"milk chocolate candy, plain",3.15,0.491,food,Existing Dataset
"milk chocolate candy, with cereal",3.15,0.488,food,Existing Dataset
"chocolate, milk, with nuts, not almond or peanuts",46.65,0.711,food,Existing Dataset
"milk chocolate candy, with fruit and nuts",3.15,0.428,food,Existing Dataset
"milk chocolate candy, with almonds",3.15,0.422,food,Existing Dataset
"chocolate, milk, with peanuts",46.65,0.17,food,Existing Dataset
"chocolate, semi-sweet morsel",46.65,0.7,food,Existing Dataset
"chocolate, sweet or dark",46.65,0.825,food,Existing Dataset
"chocolate, sweet or dark, with almonds",46.65,1.072,food,Existing Dataset
"chocolate, white",46.65,0.06,food,Existing Dataset
"chocolate, white, with almonds",46.65,0.206,food,Existing Dataset
"chocolate, white, with cereal",46.65,0.488,food,Existing Dataset
"yogurt covered fruit snacks candy, with added vitamin c",3.15,0.021,food,Existing Dataset
"yogurt covered fruit snacks candy rolls, with high vitamin c",3.15,0.114,food,Existing Dataset
honey-combed hard candy with peanut butter,3.15,0.169,food,Existing Dataset
"honey-combed hard candy with peanut butter, chocolate covered",3.15,0.21,food,Existing Dataset
butterfinger,3.15,0.193,food,Existing Dataset
butterfinger crisp,3.15,0.421,food,Existing Dataset
licorice,4.45,0.028,food,Existing Dataset
milky way bar,3.15,0.147,food,Existing Dataset
milky way midnight bar,3.15,0.344,food,Existing Dataset
"nuts, chocolate covered, not almonds or peanuts",0.43,1.232,food,Existing Dataset
"sugared pecans, sugar and egg white coating",3.2,0.817,food,Existing Dataset
"peanuts, chocolate covered",0.43,0.544,food,Existing Dataset
m&m's peanut butter chocolate candies,3.15,0.452,food,Existing Dataset
"peanuts, sugar-coated",0.43,0.774,food,Existing Dataset
"peanuts, yogurt covered",0.43,0.519,food,Existing Dataset
"peanut butter, chocolate covered",3.15,0.321,food,Existing Dataset
reese's peanut butter cup,3.15,0.24,food,Existing Dataset
peanut butter morsels,3.15,0.4,food,Existing Dataset
butterscotch hard candy,3.15,0.001,food,Existing Dataset
sugar-coated chocolate discs,3.2,0.344,food,Existing Dataset
m&m's milk chocolate candies,3.15,0.344,food,Existing Dataset
"coffee, ns as to type",28.53,0.002,food,Existing Dataset
"coffee, ns as to brewed or instant",28.53,0.002,food,Existing Dataset
"coffee, brewed",28.53,0.002,food,Existing Dataset
"coffee, brewed, blend of regular and decaffeinated",28.53,0.005,food,Existing Dataset
"coffee, turkish",28.53,0.002,food,Existing Dataset
"coffee, espresso",28.53,0.05,food,Existing Dataset
"coffee, espresso, decaffeinated",28.53,0.05,food,Existing Dataset
"coffee, brewed, flavored",28.53,0.002,food,Existing Dataset
"coffee, cuban",28.53,0.047,food,Existing Dataset
"coffee, macchiato",28.53,0.034,food,Existing Dataset
"coffee, macchiato, sweetened",28.53,0.033,food,Existing Dataset
"coffee, cafe con leche",28.53,0.025,food,Existing Dataset
"coffee, cafe con leche, decaffeinated",28.53,0.025,food,Existing Dataset
"coffee, latte",28.53,0.009,food,Existing Dataset
"coffee, latte, nonfat",28.53,0.01,food,Existing Dataset
"coffee, latte, with non-dairy milk",28.53,0.085,food,Existing Dataset
"coffee, latte, flavored",28.53,0.009,food,Existing Dataset
"coffee, latte, nonfat, flavored",28.53,0.01,food,Existing Dataset
"coffee, latte, with non-dairy milk, flavored",28.53,0.082,food,Existing Dataset
"coffee, latte, decaffeinated",28.53,0.009,food,Existing Dataset
"coffee, latte, decaffeinated, nonfat",28.53,0.01,food,Existing Dataset
"coffee, latte, decaffeinated, with non-dairy milk",28.53,0.085,food,Existing Dataset
"coffee, latte, decaffeinated, flavored",28.53,0.009,food,Existing Dataset
"coffee, latte, decaffeinated, nonfat, flavored",28.53,0.01,food,Existing Dataset
"coffee, latte, decaffeinated, with non-dairy milk, flavored",28.53,0.083,food,Existing Dataset
frozen coffee drink,28.53,0.011,food,Existing Dataset
"frozen coffee drink, nonfat",28.53,0.012,food,Existing Dataset
"frozen coffee drink, with non-dairy milk",28.53,0.053,food,Existing Dataset
"frozen coffee drink, with whipped cream",28.53,0.011,food,Existing Dataset
"frozen coffee drink, nonfat, with whipped cream",28.53,0.012,food,Existing Dataset
"frozen coffee drink, with non-dairy milk and whipped cream",28.53,0.051,food,Existing Dataset
"frozen coffee drink, decaffeinated",28.53,0.011,food,Existing Dataset
"frozen coffee drink, decaffeinated, nonfat",28.53,0.012,food,Existing Dataset
"frozen coffee drink, decaffeinated, with non-dairy milk",28.53,0.087,food,Existing Dataset
"frozen coffee drink, decaffeinated, with whipped cream",28.53,0.011,food,Existing Dataset
"frozen coffee drink, decaffeinated, nonfat, with whipped cream",28.53,0.012,food,Existing Dataset
"frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",28.53,0.051,food,Existing Dataset
"coffee, cafe mocha",28.53,0.037,food,Existing Dataset
"coffee, cafe mocha, nonfat",28.53,0.038,food,Existing Dataset
"coffee, cafe mocha, with non-dairy milk",28.53,0.106,food,Existing Dataset
"coffee, cafe mocha, decaffeinated",28.53,0.037,food,Existing Dataset
"coffee, cafe mocha, decaffeinated, nonfat",28.53,0.038,food,Existing Dataset
"coffee, cafe mocha, decaffeinated, with non-dairy milk",28.53,0.106,food,Existing Dataset
frozen mocha coffee drink,28.53,0.039,food,Existing Dataset
"frozen mocha coffee drink, nonfat",28.53,0.039,food,Existing Dataset
"frozen mocha coffee drink, with non-dairy milk",28.53,0.079,food,Existing Dataset
"frozen mocha coffee drink, with whipped cream",28.53,0.037,food,Existing Dataset
"frozen mocha coffee drink, nonfat, with whipped cream",28.53,0.038,food,Existing Dataset
"frozen mocha coffee drink, with non-dairy milk and whipped cream",28.53,0.076,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated",28.53,0.039,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated, nonfat",28.53,0.039,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated, with non-dairy milk",28.53,0.079,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated, with whipped cream",28.53,0.037,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",28.53,0.038,food,Existing Dataset
"frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",28.53,0.076,food,Existing Dataset
"iced coffee, brewed",28.53,0.004,food,Existing Dataset
"iced coffee, brewed, decaffeinated",28.53,0.007,food,Existing Dataset
"iced coffee, pre-lightened and pre-sweetened",28.53,0.004,food,Existing Dataset
"coffee, iced latte",28.53,0.012,food,Existing Dataset
"coffee, iced latte, nonfat",28.53,0.013,food,Existing Dataset
"coffee, iced latte, with non-dairy milk",28.53,0.059,food,Existing Dataset
"coffee, iced latte, flavored",28.53,0.012,food,Existing Dataset
"coffee, iced latte, nonfat, flavored",28.53,0.012,food,Existing Dataset
"coffee, iced latte, with non-dairy milk, flavored",28.53,0.057,food,Existing Dataset
"coffee, iced latte, decaffeinated",28.53,0.012,food,Existing Dataset
"coffee, iced latte, decaffeinated, nonfat",28.53,0.012,food,Existing Dataset
"coffee, iced latte, decaffeinated, with non-dairy milk",28.53,0.059,food,Existing Dataset
"coffee, iced latte, decaffeinated, flavored",28.53,0.012,food,Existing Dataset
"coffee, iced latte, decaffeinated, nonfat, flavored",28.53,0.012,food,Existing Dataset
"coffee, iced latte, decaffeinated, with non-dairy milk, flavored",28.53,0.057,food,Existing Dataset
"coffee, iced cafe mocha",28.53,0.04,food,Existing Dataset
"coffee, iced cafe mocha, nonfat",28.53,0.041,food,Existing Dataset
"coffee, iced cafe mocha, with non-dairy milk",28.53,0.083,food,Existing Dataset
"coffee, iced cafe mocha, decaffeinated",28.53,0.04,food,Existing Dataset
"coffee, iced cafe mocha, decaffeinated, nonfat",28.53,0.041,food,Existing Dataset
"coffee, iced cafe mocha, decaffeinated, with non-dairy milk",28.53,0.083,food,Existing Dataset
"coffee, instant, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, instant, 50% less caffeine, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, ns as to brewed or instant, decaffeinated",28.53,0.007,food,Existing Dataset
"coffee, brewed, decaffeinated",28.53,0.007,food,Existing Dataset
"coffee, instant, decaffeinated, reconstituted",28.53,0.01,food,Existing Dataset
"coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",28.53,0.011,food,Existing Dataset
"coffee, instant, pre-sweetened with sugar, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",28.53,0.041,food,Existing Dataset
"coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",28.53,0.028,food,Existing Dataset
"coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",28.53,0.011,food,Existing Dataset
"coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",28.53,0.028,food,Existing Dataset
"coffee, pre-lightened and pre-sweetened with sugar",28.53,0.011,food,Existing Dataset
"coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",28.53,0.011,food,Existing Dataset
"coffee, pre-lightened and pre-sweetened with low calorie sweetener",28.53,0.011,food,Existing Dataset
"coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",28.53,0.011,food,Existing Dataset
"coffee, pre-lightened",28.53,0.011,food,Existing Dataset
"coffee, decaffeinated, pre-lightened",28.53,0.011,food,Existing Dataset
"coffee, pre-sweetened with sugar",28.53,0.011,food,Existing Dataset
"coffee, decaffeinated, pre-sweetened with sugar",28.53,0.01,food,Existing Dataset
"coffee, pre-sweetened with low calorie sweetener",28.53,0.011,food,Existing Dataset
"coffee, decaffeinated, pre-sweetened with low calorie sweetener",28.53,0.01,food,Existing Dataset
"coffee and chicory, brewed",28.53,0.002,food,Existing Dataset
"coffee and chicory, brewed, decaffeinated",28.53,0.007,food,Existing Dataset
"coffee, cappuccino",28.53,0.012,food,Existing Dataset
"coffee, cappuccino, nonfat",28.53,0.013,food,Existing Dataset
"coffee, cappuccino, with non-dairy milk",28.53,0.058,food,Existing Dataset
"coffee, cappuccino, decaffeinated",28.53,0.012,food,Existing Dataset
"coffee, cappuccino, decaffeinated, nonfat",28.53,0.013,food,Existing Dataset
"coffee, cappuccino, decaffeinated, with non-dairy milk",28.53,0.058,food,Existing Dataset
"coffee, bottled/canned",28.53,0.002,food,Existing Dataset
"coffee, bottled/canned, light",28.53,0.002,food,Existing Dataset
"coffee, instant, not reconstituted",28.53,0.139,food,Existing Dataset
"coffee, instant, 50% less caffeine, not reconstituted",28.53,0.139,food,Existing Dataset
"coffee, instant, decaffeinated, not reconstituted",28.53,0.069,food,Existing Dataset
"coffee, instant, pre-sweetened with sugar, not reconstituted",28.53,0.033,food,Existing Dataset
"coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",28.53,0.435,food,Existing Dataset
"coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",28.53,0.534,food,Existing Dataset
"coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",28.53,0.56,food,Existing Dataset
"coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",28.53,0.028,food,Existing Dataset
"coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",28.53,0.0,food,Existing Dataset
"coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",28.53,0.011,food,Existing Dataset
"coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",28.53,0.027,food,Existing Dataset
coffee substitute,28.53,0.013,food,Existing Dataset
"coffee substitute, dry powder",28.53,0.208,food,Existing Dataset
"tea, hot, leaf, black",3.5,0.01,food,Existing Dataset
"tea, hot, leaf, black, decaffeinated",3.5,0.01,food,Existing Dataset
"tea, hot, leaf, green",3.5,0.004,food,Existing Dataset
"tea, hot, leaf, green, decaffeinated",3.5,0.005,food,Existing Dataset
"tea, hot, leaf, oolong",3.5,0.0,food,Existing Dataset
"tea, iced, instant, black, unsweetened",3.5,0.011,food,Existing Dataset
"tea, iced, instant, black, pre-sweetened with sugar",3.5,0.01,food,Existing Dataset
"tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",3.5,0.011,food,Existing Dataset
"tea, iced, instant, black, pre-sweetened with low calorie sweetener",3.5,0.01,food,Existing Dataset
"tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",3.5,0.011,food,Existing Dataset
"tea, iced, instant, black, decaffeinated, unsweetened",3.5,0.012,food,Existing Dataset
"tea, iced, instant, green, unsweetened",3.5,0.005,food,Existing Dataset
"tea, iced, instant, green, pre-sweetened with sugar",3.5,0.005,food,Existing Dataset
"tea, iced, instant, green, pre-sweetened with low calorie sweetener",3.5,0.005,food,Existing Dataset
"tea, hot, herbal",3.5,0.015,food,Existing Dataset
"tea, hot, hibiscus",3.5,0.0,food,Existing Dataset
"tea, hot, chamomile",3.5,0.015,food,Existing Dataset
"tea, hot, chai, with milk",3.5,0.007,food,Existing Dataset
"tea, iced, instant, black, unsweetened, dry",3.5,0.55,food,Existing Dataset
"tea, iced, instant, black, pre-sweetened, dry",3.5,0.01,food,Existing Dataset
iced tea / lemonade juice drink,3.5,0.013,food,Existing Dataset
"iced tea / lemonade juice drink, light",3.5,0.014,food,Existing Dataset
"iced tea / lemonade juice drink, diet",3.5,0.007,food,Existing Dataset
"tea, iced, brewed, black, pre-sweetened with sugar",3.5,0.01,food,Existing Dataset
"tea, iced, brewed, black, pre-sweetened with low calorie sweetener",3.5,0.01,food,Existing Dataset
"tea, iced, brewed, black, unsweetened",3.5,0.01,food,Existing Dataset
"tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",3.5,0.01,food,Existing Dataset
